"ÿ??
ÿÿÿÿÿÿÿÿ?",ÿÿÿ??ÿÿ?,ÿÿÿÿÿÿÿÿÿ,ÿÿÿ??ÿ,"ÿ??
ÿÿ?ÿÿÿ?
ÿ??ÿÿ?ÿÿ",ÿÿÿÿÿÿ,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿ,ÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿÿÿ,"ÿÿ?ÿÿÿÿ?ÿÿ?/
ÿÿÿÿÿ?",ÿÿÿ?ÿÿÿ/ÿ?ÿÿÿÿ,2 ÿ?ÿ?ÿÿÿ,3 ÿ?ÿ?ÿÿÿ,4-9 ÿ?ÿ?ÿÿÿ,10 ÿ?ÿ?ÿÿÿ/ÿÿÿ?ÿÿÿ,ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿ?,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ? ÿÿÿÿÿÿÿÿÿ,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿ???,ÿÿ??ÿÿÿ?ÿ,ÿ?ÿ??ÿÿÿ?ÿÿ,ÿÿ?ÿÿÿÿÿ?ÿ,ÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿ??ÿÿ,ÿ??ÿ,ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿ??ÿ?,ÿ?ÿ?ÿ,ÿ?ÿ?ÿ,ÿ?ÿÿ?,ÿÿÿ?ÿ,ÿÿ??ÿ?,ÿ?ÿ?ÿ,latitude,longitude
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿÿ,10,ÿÿÿÿ?ÿÿ,90090310,,,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.095625,100.215886
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿÿ,12,ÿ?ÿ?,90090312,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,ÿÿÿÿ?,7.169309,100.273382
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿÿ,14,ÿ?ÿ?ÿ,90090314,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.146197,100.248946
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿ?ÿÿ?,ÿÿÿÿÿÿ,4,ÿÿ?ÿ??,90090204,,,/,/,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,ÿÿÿÿ?,7.116029,100.236043
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿ?ÿÿ?,ÿÿÿÿÿÿ,10,ÿÿÿÿÿÿÿÿ,90090210,,/,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.170775,100.213698
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿ?ÿÿ,90020601,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.504292,100.408519
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,2,?ÿÿÿÿÿÿ,90020602,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.509109,100.408930
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿ?,90020603,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.521631,100.407442
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,4,ÿÿ?ÿÿ,90020604,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.524648,100.406524
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,7,ÿ?,90020607,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.554061,100.400192
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,8,ÿÿ?ÿÿÿ,90020608,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.569104,100.390258
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,9,ÿÿ?ÿÿÿ,90020609,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.569347,100.390290
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,1,ÿ?ÿÿ?,90020701,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.487551,100.409633
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,2,ÿÿÿÿ?ÿÿÿ,90020702,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.483534,100.409964
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,3,ÿÿÿ?ÿÿ?,90020703,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.472721,100.419154
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,4,ÿ??,90020704,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.463290,100.413549
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,5,ÿ??ÿÿ,90020705,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.458285,100.413899
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,6,ÿÿÿÿÿ?,90020706,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.453773,100.414837
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,7,ÿ?ÿ?ÿ?ÿÿ,90020707,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.435349,100.411096
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,8,ÿ?ÿ?ÿÿ,90020708,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.429572,100.412596
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿ??,ÿÿÿÿÿÿ,9,ÿÿ?ÿÿ,90020709,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.427245,100.424531
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,1,ÿ??,90020801,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,2,ÿÿÿÿÿ?,90020802,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,3,ÿ?ÿ?,90020803,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,4,ÿÿÿÿ?ÿÿ,90020804,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,5,ÿÿÿÿ?,90020805,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,6,ÿÿÿÿ?,90020806,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.394444,100.418188
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,7,ÿÿÿÿ,90020807,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.403268,100.421091
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,8,ÿÿ?,90020808,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.417772,100.420273
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,??ÿÿÿ,ÿÿÿÿ?,ÿÿÿÿÿÿ,9,ÿÿ?,90020809,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿÿ?ÿ,ÿÿÿÿÿÿ,1,ÿ?ÿÿ,90100901,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.804807,100.488116
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿÿ?ÿ,ÿÿÿÿÿÿ,2,ÿ?ÿÿ?,90100902,,,,/,/,,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.800025,100.497576
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿÿÿÿ?,90100601,,,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.773777,100.424340
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿ?ÿÿÿ?,90100602,,,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.775907,100.438803
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,4,?ÿÿ?ÿÿ,90100604,,,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.777729,100.419758
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,5,?ÿÿ?ÿ?,90100605,,/,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,6.775653,100.421765
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,6,???,90100606,,/,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,6.781225,100.423910
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,8,ÿÿÿÿÿÿ,90100608,,/,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,6.808689,100.441205
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿ?ÿ,90100301,,,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,6.743970,100.443448
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿ,,,90100161,ÿ?ÿÿÿÿÿÿ?ÿÿ,/,,,/,,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.635764,100.414287
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿ,,,90100150,ÿÿ?ÿÿ?ÿÿ2,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,6.634890,100.427148
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿ??ÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿ?ÿ?,90100802,,,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,6.549206,100.415113
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿ??ÿÿÿ,ÿÿÿÿÿÿ,4,ÿ??,90100804,,/,,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.624328,100.350666
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿÿÿ,ÿ??ÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿ?,90100402,,,/,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,6.629678,100.442902
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿÿÿ,ÿ?ÿÿÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿÿÿÿÿÿ,90060101,,,/,/,/,,,,,,,/,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.619235,100.951033
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿ,,,90150150,ÿÿ?ÿÿÿÿ?ÿÿ,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.249957,100.523132
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿ,,,90150155,ÿÿ?ÿÿÿ?ÿ,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.251389,100.518698
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿ,,,90150151,ÿÿ?ÿÿÿÿÿ?ÿÿ-ÿÿÿÿÿÿÿ,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.242933,100.526410
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿ,,,90150154,ÿÿ?ÿ?ÿÿÿ,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.260955,100.523754
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿ,,,90150153,ÿÿ???ÿ?ÿ?,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.253696,100.534722
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿ,,,90150152,ÿÿ?ÿÿ?ÿÿ?ÿÿ,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.255998,100.527868
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,5,ÿ?ÿ,90150105,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.266406,100.518013
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,7,ÿÿÿÿÿ?ÿÿÿ?,90150107,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.276804,100.519931
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,9,ÿÿÿÿ?,90150109,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.281835,100.510038
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿÿÿÿ,90150301,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.239281,100.518060
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿÿÿÿÿ,90150302,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.245941,100.506669
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,3,ÿÿÿÿ?,90150303,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.243087,100.515028
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,4,ÿÿÿÿÿ,90150304,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.245941,100.506667
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,5,ÿÿ?ÿÿÿ?,90150305,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.250746,100.510310
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,6,ÿ?ÿÿÿ?ÿ,90150306,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,7.268344,100.495947
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿ,ÿÿÿÿÿÿ,7,ÿ?ÿ,90150307,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.270772,100.496680
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿÿ,2,ÿ?ÿ,90151002,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.334837,100.436328
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿÿ,3,ÿ?ÿÿ?,90151003,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿÿ,4,ÿÿÿ?,90151004,,,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,,ÿÿÿÿ?,13.727069,100.534088
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿÿ,5,ÿ??,90151005,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,,ÿÿÿÿ?,13.733405,100.532028
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿÿ?,ÿÿÿÿÿÿ,1,??ÿ,90150401,,/,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.283240,100.486409
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿÿ?,ÿÿÿÿÿÿ,3,ÿÿ?,90150403,,/,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.307200,100.477311
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ??ÿÿ,ÿÿ?,ÿÿÿÿÿÿ,4,??ÿÿÿ,90150404,,/,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.305912,100.469382
